OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2591993-SW,Sample-Routine,Water,Surface Water,2025-03-06,10:00:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065351290,Not Detected,,Carbamazepine,Total,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SOP UHL-H-020,21IOWA_WQX,Pharmaceuticals,,,UHL,2025-03-14,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2591993-SW/results/1065351290/resdetectqntlmts,Method Detection Level,0.10,ug/L,,2025-06-03T13:19:08,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2554980-SW,Sample-Routine,Water,Surface Water,2025-01-06,09:50:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065347152,Not Detected,,Trifluralin,Total,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8270B(W),USEPA,8270 B W  ~ Semivolatile Organics in Water by GC/MS,,,UHL,2025-01-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2554980-SW/results/1065347152/resdetectqntlmts,Method Detection Level,0.1,ug/L,,2025-06-03T13:18:55,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2554979-SW,Sample-Routine,Water,Surface Water,2025-01-06,10:55:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065347125,,as P,"Total Phosphorus, mixed forms",Total,0.18,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,,https://www.nemi.gov/methods/method_summary/4823/,UHL,2025-01-15,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2554979-SW/results/1065347125/resdetectqntlmts,Method Detection Level,0.02,mg/L,,2025-06-03T13:18:55,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2591993-SW,Sample-Routine,Water,Surface Water,2025-03-06,10:00:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065351257,Not Detected,,Heptachlor epoxide,Total,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8081A,USEPA,8081 A ~ Organochlorine Pesticides and PCBs by GC,,,UHL,2025-03-08,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2591993-SW/results/1065351257/resdetectqntlmts,Method Detection Level,0.05,ug/L,,2025-06-03T13:19:08,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2591994-SW,Sample-Routine,Water,Surface Water,2025-03-06,09:10:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065351365,Not Detected,,Carbamazepine,Total,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SOP UHL-H-020,21IOWA_WQX,Pharmaceuticals,,,UHL,2025-03-14,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2591994-SW/results/1065351365/resdetectqntlmts,Method Detection Level,0.10,ug/L,,2025-06-03T13:19:08,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2591993-SW,Sample-Routine,Water,Surface Water,2025-03-06,10:00:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065351259,Not Detected,,Chlordane,Total,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8081A,USEPA,8081 A ~ Organochlorine Pesticides and PCBs by GC,,,UHL,2025-03-08,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2591993-SW/results/1065351259/resdetectqntlmts,Method Detection Level,0.05,ug/L,,2025-06-03T13:19:08,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2591993-SW,Sample-Routine,Water,Surface Water,2025-03-06,10:00:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065351236,,as N,Nitrate + Nitrite,Total,5.7,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,UHL,2025-03-14,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2591993-SW/results/1065351236/resdetectqntlmts,Method Detection Level,0.25,mg/L,,2025-06-03T13:19:08,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2591993-SW,Sample-Routine,Water,Surface Water,2025-03-06,10:00:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065351241,Not Detected,,Chloramben,Total,,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,515.3,USEPA,Chlorinated Acids by GC/ECD,,https://www.nemi.gov/methods/method_summary/4656/,UHL,2025-03-15,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2591993-SW/results/1065351241/resdetectqntlmts,Method Detection Level,0.0002,mg/L,,2025-06-03T13:19:08,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2554980-SW,Sample-Routine,Water,Surface Water,2025-01-06,09:50:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065347162,,,Metolachlor,Total,0.2,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8270B(W),USEPA,8270 B W  ~ Semivolatile Organics in Water by GC/MS,,,UHL,2025-01-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2554980-SW/results/1065347162/resdetectqntlmts,Method Detection Level,0.1,ug/L,,2025-06-03T13:18:55,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2554979-MW,Field Msr/Obs,Water,Surface Water,2025-01-06,10:55:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,,,,,,STORET-1065347114,,,Dissolved oxygen (DO),None,13.9,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,D888(C),ASTM,D888 C  ~ Dissolved Oxygen by Luminescence-based Sensor,,,UHL,2025-01-06,,,,,,,2025-06-03T13:18:55,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2554980-SW,Sample-Routine,Water,Surface Water,2025-01-06,09:50:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065347139,,,Total dissolved solids,Dissolved,390,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,2540-C,APHA,2540 C ~ Total Dissolved Solids in Water,,https://www.nemi.gov/methods/method_summary/9818/,UHL,2025-01-08,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2554980-SW/results/1065347139/resdetectqntlmts,Method Detection Level,1,mg/L,,2025-06-03T13:18:55,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2591993-SW,Sample-Routine,Water,Surface Water,2025-03-06,10:00:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065351229,Not Detected,,Selenium,Total,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,UHL,2025-03-12,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2591993-SW/results/1065351229/resdetectqntlmts,Method Detection Level,1,ug/L,,2025-06-03T13:19:08,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2591993-SW,Sample-Routine,Water,Surface Water,2025-03-06,10:00:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065351254,Not Detected,,Lindane,Total,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8081(W),USEPA,8081 W  ~ Organochlorine Pesticides and PCBs,,,UHL,2025-03-08,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2591993-SW/results/1065351254/resdetectqntlmts,Method Detection Level,0.05,ug/L,,2025-06-03T13:19:08,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2573955-SW,Sample-Routine,Water,Surface Water,2025-02-04,11:00:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065349208,Not Detected,as N,Kjeldahl nitrogen,Total,,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,351.2,USEPA,351.2 ~ EPA; Total Kjeldahl Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/9626/,UHL,2025-02-06,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2573955-SW/results/1065349208/resdetectqntlmts,Method Detection Level,0.5,mg/L,,2025-06-03T13:19:02,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2573954-MW,Field Msr/Obs,Water,Surface Water,2025-02-04,10:00:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,,,,,,STORET-1065349179,,,Dissolved oxygen (DO),None,13.8,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,D888(C),ASTM,D888 C  ~ Dissolved Oxygen by Luminescence-based Sensor,,,UHL,2025-02-04,,,,,,,2025-06-03T13:19:02,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2554979-SW,Sample-Routine,Water,Surface Water,2025-01-06,10:55:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065347117,Not Detected,,Selenium,Total,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,UHL,2025-01-15,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2554979-SW/results/1065347117/resdetectqntlmts,Method Detection Level,1,ug/L,,2025-06-03T13:18:55,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2554979-SW,Sample-Routine,Water,Surface Water,2025-01-06,10:55:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065347127,Not Detected,,"Chlorophyll a, free of pheophytin",Non-Filterable (Particle),,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,445.0,USEPA,445.0 ~ EPA; Chlorophyll and Pheophytin in Algae by Fluorescence,,https://www.nemi.gov/methods/method_summary/7222/,UHL,2025-01-15,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2554979-SW/results/1065347127/resdetectqntlmts,Method Detection Level,1,ug/L,,2025-06-03T13:18:55,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2573954-SW,Sample-Routine,Water,Surface Water,2025-02-04,10:00:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065349195,,,Total suspended solids,Non-Filterable (Particle),2,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,I-3765-85,USDOI/USGS,"Solids, residue at 105°C",,,UHL,2025-02-06,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2573954-SW/results/1065349195/resdetectqntlmts,Method Detection Level,1,mg/L,,2025-06-03T13:19:02,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2591994-SW,Sample-Routine,Water,Surface Water,2025-03-06,09:10:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065351319,Not Detected,,Bentazon,Total,,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,515.3,USEPA,Chlorinated Acids by GC/ECD,,https://www.nemi.gov/methods/method_summary/4656/,UHL,2025-03-15,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2591994-SW/results/1065351319/resdetectqntlmts,Method Detection Level,0.0002,mg/L,,2025-06-03T13:19:08,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2554980-SW,Sample-Routine,Water,Surface Water,2025-01-06,09:50:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065347161,Not Detected,,Acetochlor,Total,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8270B(W),USEPA,8270 B W  ~ Semivolatile Organics in Water by GC/MS,,,UHL,2025-01-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2554980-SW/results/1065347161/resdetectqntlmts,Method Detection Level,0.1,ug/L,,2025-06-03T13:18:55,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2591993-SW,Sample-Routine,Water,Surface Water,2025-03-06,10:00:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065351296,Not Detected,,Sulfamethoxazole,Total,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SOP UHL-H-020,21IOWA_WQX,Pharmaceuticals,,,UHL,2025-03-14,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2591993-SW/results/1065351296/resdetectqntlmts,Method Detection Level,0.10,ug/L,,2025-06-03T13:19:08,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2573955-MW,Field Msr/Obs,Water,Surface Water,2025-02-04,11:00:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,,,,,,STORET-1065349199,,,Dissolved oxygen (DO),None,14.6,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,D888(C),ASTM,D888 C  ~ Dissolved Oxygen by Luminescence-based Sensor,,,UHL,2025-02-04,,,,,,,2025-06-03T13:19:02,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2554980-SW,Sample-Routine,Water,Surface Water,2025-01-06,09:50:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065347138,,,"Hardness, carbonate",Total,360,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,2340C,APHA_SM20ED,2340 C ~ EDTA Titrimetric Method (Hardness),,,UHL,2025-01-09,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2554980-SW/results/1065347138/resdetectqntlmts,Method Detection Level,1,mg/L,,2025-06-03T13:18:55,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2554979-SW,Sample-Routine,Water,Surface Water,2025-01-06,10:55:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065347129,,,Escherichia coli,Total,10,MPN/100mL,,Final,,Actual,,,,,,,,,,,,,,,,,,,,9223-B,APHA,9223 B ~ Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,https://www.nemi.gov/methods/method_summary/5583/,UHL,2025-01-06,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2554979-SW/results/1065347129/resdetectqntlmts,Method Detection Level,10,MPN/100mL,,2025-06-03T13:18:55,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2573954-SW,Sample-Routine,Water,Surface Water,2025-02-04,10:00:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065349194,,,Escherichia coli,Total,10,MPN/100mL,,Final,,Actual,,,,,,,,,,,,,,,,,,,,9223-B,APHA,9223 B ~ Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),,https://www.nemi.gov/methods/method_summary/5583/,UHL,2025-02-04,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2573954-SW/results/1065349194/resdetectqntlmts,Method Detection Level,10,MPN/100mL,,2025-06-03T13:19:02,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2554980-SW,Sample-Routine,Water,Surface Water,2025-01-06,09:50:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065347166,Not Detected,,Dimethenamid,Total,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8270B(W),USEPA,8270 B W  ~ Semivolatile Organics in Water by GC/MS,,,UHL,2025-01-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2554980-SW/results/1065347166/resdetectqntlmts,Method Detection Level,0.1,ug/L,,2025-06-03T13:18:55,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2591994-SW,Sample-Routine,Water,Surface Water,2025-03-06,09:10:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065351329,Not Detected,,Lindane,Total,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8081(W),USEPA,8081 W  ~ Organochlorine Pesticides and PCBs,,,UHL,2025-03-08,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2591994-SW/results/1065351329/resdetectqntlmts,Method Detection Level,0.05,ug/L,,2025-06-03T13:19:08,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2554979-MW,Field Msr/Obs,Water,Surface Water,2025-01-06,10:55:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,,,,,,STORET-1065347111,,,Turbidity,None,2.4,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,2130-B,APHA,2130 B ~ Nephelometric Method,,https://www.nemi.gov/methods/method_summary/9645/,UHL,2025-01-07,,,,,,,2025-06-03T13:18:55,STORET
