OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22830001,Manteno Lake,Lake,,10230007,,,,,41.8535590000,-95.4674710000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,165,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22830002,Prairie Rose Lake,Lake,,10240002,,,,,41.6013190000,-95.2274890000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,165,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22850001,Hickory Grove Lake (maximum water depth),Lake,,07080105,,,,,41.9903630000,-93.3636900000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,169,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22860003,Union Grove Lake,Lake,,07080208,,,,,42.1252050000,-92.7188680000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,171,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22870001,Lake of Three Fires Max Depth,Lake,,10240013,,,,,40.7099190000,-94.6897030000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,173,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22870002,Wilson Lake,Lake,,10240013,,,,,40.8374460000,-94.5417510000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,173,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22870003,Windmill Lake,Lake,,10240013,,,,,40.7310390000,-94.8270790000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,173,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22880001,Green Valley Lake,Lake,,10240012,,,,,41.0973670000,-94.3834930000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,175,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22880002,Thayer Lake,Lake,,10280102,,,,,41.0216200000,-94.0656830000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,175,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22880003,Three Mile Lake,Lake,,10280102,,,,,41.0713820000,-94.2129870000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,175,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22880004,Twelve Mile Lake,Lake,,10280102,,,,,41.0557180000,-94.2550280000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,175,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22880005,Summit Lake,Lake,,10240012,,,,,41.0599640000,-94.3964770000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,175,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22890001,Indian Lake (maximum water depth),Lake,,07100009,,,,,40.6290910000,-91.7507840000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,177,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22890004,Lacey Keosauqua Lake,Lake,,07100009,,,,,40.7112320000,-91.9700150000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,177,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22890005,Lake Sugema,Lake,,07100009,,,,,40.6832810000,-91.9875450000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,177,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22900001,Ottumwa Lagoon Max Depth,Lake,,07100009,,,,,41.0069220000,-92.4280490000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,179,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22910001,Hooper Pond Lake,Lake,,07100008,,,,,41.2776360000,-93.5902000000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,181,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22910002,Lake Ahquabi,Lake,,07100008,,,,,41.2934120000,-93.5965050000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,181,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22920004,Lake Darling Max Depth,Lake,,07080107,,,,,41.2015740000,-91.9049730000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,183,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22930001,Bob White Lake,Lake,,10280201,,,,,40.7187000000,-93.4006950000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,185,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22940001,Badger Lake,Lake,,07100004,,,,,42.5862930000,-94.1924410000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,187,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22940002,Brushy Creek Lake,Lake,,07100004,,,,,42.3892100000,-93.9806420000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,187,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22960004,Lake Meyer (maximum water depth),Lake,,07060004,,,,,43.1751940000,-91.9135100000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,191,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22970001,Browns Lake,Lake,,10230001,,,,,42.3082230000,-96.3251650000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,193,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22970002,Little Sioux Park Lake,Lake,,10230003,,,,,42.4467170000,-95.8023620000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,193,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22970003,Snyder Bend Lake,Lake,,10230001,,,,,42.2816110000,-96.3355550000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,193,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-22990001,Lake Cornelia (maximum water depth),Lake,,07100005,,,,,42.7913400000,-93.6903450000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,197,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-23000004,Matsell Bridge Wetland 10c,Wetland Undifferentiated,,07080102,,,,,42.1470150000,-91.4085140000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,113,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-23000028,Private Wetland 3,Wetland Undifferentiated,,07080201,,,,,43.3138890000,-92.6744690000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,131,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-23000093,Doolittle Prairie Wetland 112,Wetland Undifferentiated,,07080105,,,,,42.1484500000,-93.5889800000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,169,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-23000094,Kalsow Prairie Wetland 113,Wetland Undifferentiated,,07100004,,,,,42.5676500000,-94.5640600000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,151,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-23000096,Hartley Heritage Fen 115,Wetland Undifferentiated,,07080105,,,,,41.7618700000,-93.3475600000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,099,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-23000097,Turtlehead Fen 117,Wetland Undifferentiated,,07080105,,,,,41.7854700000,-93.3461100000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,099,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-23000118,Buffalo Slough 267,Wetland Undifferentiated,,07080203,,,,,43.1765600000,-93.1871700000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,033,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-23170009,Union Hills WPA Wetland 206,Wetland Undifferentiated,,07080204,,,,,43.0215820000,-93.4230840000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,033,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-23170010,Hoffman Prairie Wetland 203,Wetland Undifferentiated,,07080203,,,,,43.1342920000,-93.4561580000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,033,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-23950007,Pilot Knob State Rec Area Wetland 36,Wetland Undifferentiated,,07080203,,,,,43.2602960000,-93.5537050000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,189,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-26770002,Big Creek 319 (BCL4),Lake,,07100004,,,,,41.8318960000,-93.7527740000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-26770004,Big Creek 319 (BCL5),Lake,,07100004,,,,,41.8222800000,-93.7618370000,0,,,Interpolation-Map,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-MAQ-12,Maquoketa River,River/Stream,,07060006,,,,,42.1192310000,-90.3939750000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,097,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-MAQ-15,Maquoketa River,River/Stream,,07060006,,,,,42.1848720000,-90.9773640000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,105,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-MAQ-16,Maquoketa River,River/Stream,,07060006,,,,,42.4824580000,-91.4586120000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,055,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-MAQ-19,Maquoketa River,River/Stream,,07060006,,,,,42.5772000000,-91.5482000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,055,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-MAQ-51,Coffins Creek,River/Stream,,07060006,,,,,42.4965431200,-91.5300979500,,,,GPS-Unspecified,WGS84,,,,,,,US,19,055,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-MAQ-53,Honey Creek,River/Stream,,07060006,,,,,42.5277000000,-91.4428000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,055,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-MAQ-54,Lindsey Creek,River/Stream,,07060006,,,,,42.5498794200,-91.4247828700,,,,GPS-Unspecified,WGS84,,,,,,,US,19,055,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-MAQ-6560,Honey Creek,River/Stream,,07060006,,,,,42.6126126900,-91.4079381900,,,,GPS-Unspecified,WGS84,,,,,,,US,19,055,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-MAQ-6561,Routherford Branch,River/Stream,,07060006,,,,,42.5863990000,-91.3877530000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,055,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-NMQ-103,Whitewater Creek,River/Stream,,07060006,,,,,42.3044020000,-90.9116590000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,061,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-NMQ-90,North Fork Maquoketa River,River/Stream,,07060006,,,,,42.2993880000,-91.0125510000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,061,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-236,Upper Iowa River,River/Stream,,07060002,,,,,43.4744900000,-91.2948890000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,005,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-239,Upper Iowa River,River/Stream,,07060002,,,,,43.3052150000,-91.7425300000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,191,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-241,Upper Iowa River,River/Stream,,07060002,,,,,43.4070710000,-91.8980680000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,191,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-248,French Creek,River/Stream,,07060002,,,,,43.4192400000,-91.3928100000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,005,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-249,Clear Creek,River/Stream,,07060002,,,,,43.4388830000,-91.4114670000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,005,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-250,Silver Creek,River/Stream,,07060002,,,,,43.3922770000,-91.4610690000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,005,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-251,Bear Creek,River/Stream,,07060002,,,,,43.4270270000,-91.5112790000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,005,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-252,South Bear Creek,River/Stream,,07060002,,,,,43.4486620000,-91.6168180000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,191,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-253,Waterloo Creek,River/Stream,,07060002,,,,,43.4639746100,-91.4987803200,,,,GPS-Unspecified,WGS84,,,,,,,US,19,005,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-254,Duck Creek,River/Stream,,07060002,,,,,43.4816486700,-91.5180161500,,,,GPS-Unspecified,WGS84,,,,,,,US,19,005,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-255,North Bear Creek,River/Stream,,07060002,,,,,43.4493870000,-91.6161430000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,191,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-257,Paint Creek (aka Pine Cr.),River/Stream,,07060002,,,,,43.3949870000,-91.5896860000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,005,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-259,Patterson Creek,River/Stream,,07060002,,,,,43.3601990000,-91.5749230000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,005,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-260,Canoe Creek,River/Stream,,07060002,,,,,43.3670728500,-91.6183455300,,,,GPS-Unspecified,WGS84,,,,,,,US,19,191,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-265,Coon Creek,River/Stream,,07060002,,,,,43.3116940000,-91.6205260000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,191,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-266,Trout Creek,River/Stream,,07060002,,,,,43.3176120000,-91.6704530000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,191,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-269,Trout Creek (aka Trout Run),River/Stream,,07060002,,,,,43.2903660000,-91.7589710000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,191,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-272,Dry Run,River/Stream,,07060002,,,,,43.2915820000,-91.8095740000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,191,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-273,Twin Springs Creek,River/Stream,,07060002,,,,,43.2983438300,-91.8114887400,,,,GPS-Unspecified,WGS84,,,,,,,US,19,191,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-274,Ten Mile Creek,River/Stream,,07060002,,,,,43.3329610000,-91.8525860000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,191,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-275,Unnamed Creek (aka Casey Spring Cr.),River/Stream,,07060002,,,,,43.3576340000,-91.8648010000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,191,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-278,Pine Creek,River/Stream,,07060002,,,,,43.4087230000,-91.8991290000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,191,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-280,Coldwater Creek,River/Stream,,07060002,,,,,43.4341770000,-91.9476610000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,191,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-284,Nichols Creek (aka Bigalk Cr.),River/Stream,,07060002,,,,,43.4739280000,-92.0797100000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,191,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-286,Beaver Creek,River/Stream,,07060002,,,,,43.4525000000,-92.3360000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,089,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-288,Staff Creek,River/Stream,,07060002,,,,,43.4915350000,-92.4241760000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,089,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-6552,Dry Run Creek,River/Stream,,07060002,,,,,43.2612930100,-91.8832518900,,,,GPS-Unspecified,WGS84,,,,,,,US,19,191,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-6554,Unnamed Tributary to Unnamed Tributary to Dry Run Creek,River/Stream,,07060002,,,,,43.2414729500,-91.8785517700,,,,GPS-Unspecified,WGS84,,,,,,,US,19,191,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-6555,Unnamed Tributary to Unnamed Tributary to Dry Run Creek,River/Stream,,07060002,,,,,43.2415542200,-91.8933675000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,191,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-6556,Unnamed Tributary to Unnamed Tributary to Dry Run Creek,River/Stream,,07060002,,,,,43.2421300400,-91.9036048300,,,,GPS-Unspecified,WGS84,,,,,,,US,19,191,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-6557,Unnamed Tributary to Dry Run Creek,River/Stream,,07060002,,,,,43.3060599900,-91.8636911600,,,,GPS-Unspecified,WGS84,,,,,,,US,19,191,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-6558,Unnamed Tributary to Dry Run Creek,River/Stream,,07060002,,,,,43.2730999300,-91.8507244400,,,,GPS-Unspecified,WGS84,,,,,,,US,19,191,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-6569,Unnamed Tributary to Silver Creek,River/Stream,,07060002,,,,,43.3917190000,-92.1001060000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,089,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-6570,Unnamed Tributary to Waterloo Creek,River/Stream,,07060002,,,,,43.4702150000,-91.5043010000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,005,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-6596,Siewers Spring,River/Stream,,07060002,,,,,43.2726490000,-91.7802690000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,191,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-6597,Unnamed Tributary to Upper Iowa River,River/Stream,,07060002,,,,,43.3047020000,-91.7750940000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,191,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-01-UIA-6600,Unnamed Tributary to Dry Run Creek,River/Stream,,07060002,,,,,43.2553006900,-91.8690706000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,191,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-05-NOD-1388,Nodaway River,River/Stream,,10240010,,,,,40.6149990100,-95.0199971600,,,,GPS-Unspecified,WGS84,,,,,,,US,19,145,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-05-NOD-1389,Nodaway River (aka West Nodaway R.),River/Stream,,10240009,,,,,40.6593365000,-95.0282728000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,145,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-05-NOD-1391,East Nodaway River,River/Stream,,10240010,,,,,40.7274349000,-94.9797496000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,145,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-05-NSH-1412,Nishnabotna River,River/Stream,,10240004,,,,,40.6017435900,-95.6456214300,,,,GPS-Unspecified,WGS84,,,,,,,US,19,071,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-05-NSH-1414,East Nishnabotna River,River/Stream,,10240003,,,,,40.6878387000,-95.5770344700,,,,GPS-Unspecified,WGS84,,,,,,,US,19,071,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-05-NSH-1415,East Nishnabotna River,River/Stream,,10240003,,,,,40.7856731000,-95.3848908000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,071,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-05-NSH-1441,West Nishnabotna River,River/Stream,,10240002,,,,,40.9872773000,-95.5279083000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,129,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-05-TAR-1495,Tarkio River,River/Stream,,10240005,,,,,40.6543030000,-95.2206081000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,145,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-05-TAR-1497,West Tarkio Creek,River/Stream,,10240005,,,,,40.6839240000,-95.3062090000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,145,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-DM1,Prairie Creek 6,River/Stream,,07100002,,,,,43.0672910000,-94.4845050000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,147,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-DM10,Prairie Creek 3,River/Stream,,07100002,,,,,43.1118850000,-94.5269580000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,147,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-DM11,Prairie Creek 2,River/Stream,,07100002,,,,,43.1264600000,-94.5267260000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,147,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-DM12,Prairie Creek 1,River/Stream,,07100002,,,,,43.1410260000,-94.5088190000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,147,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-DM2,Unnamed,River/Stream,,07100002,,,,,43.0673840000,-94.4610670000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,147,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-DM3,Prairie Creek 7,River/Stream,,07100002,,,,,43.0527180000,-94.4742330000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,147,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-DM4,Unnamed,River/Stream,,07100002,,,,,43.0528120000,-94.4703490000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,147,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-DM5,Prairie Creek 5,River/Stream,,07100002,,,,,43.0829420000,-94.4981920000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,147,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-DM6,Unnamed,River/Stream,,07100002,,,,,43.0830020000,-94.4670610000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,147,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-DM7,Prairie Creek 4,River/Stream,,07100002,,,,,43.0973950000,-94.5137540000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,147,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-DM8,Unnamed,River/Stream,,07100002,,,,,43.0975330000,-94.4969410000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,147,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-DM9,Unnamed,River/Stream,,07100002,,,,,43.1121480000,-94.5003340000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,147,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-HD1,Tipton Creek 7,River/Stream,,07080207,,,,,42.3709590000,-93.3467140000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,083,,,,,,,,,,STORET
